_id,PARID,FULL_ADDRESS,PROPERTYHOUSENUM,PROPERTYFRACTION,PROPERTYADDRESSDIR,PROPERTYADDRESSSTREET,PROPERTYADDRESSSUF,PROPERTYADDRESSUNITDESC,PROPERTYUNITNO,PROPERTYCITY,PROPERTYSTATE,PROPERTYZIP,SCHOOLCODE,SCHOOLDESC,MUNICODE,MUNIDESC,RECORDDATE,SALEDATE,PRICE,DEEDBOOK,DEEDPAGE,SALECODE,SALEDESC,INSTRTYP,INSTRTYPDESC,latitude,longitude
3186534,0028G00146000000,"349 MEYRAN AVE, PITTSBURGH, PA 15213",349, ,,MEYRAN,AVE,,,PITTSBURGH,PA,15213,47,Pittsburgh,104,4th Ward - PITTSBURGH,2024-04-11,2024-03-22,1.0,19635,530.0,3,LOVE AND AFFECTION SALE,DE,DEED,40.438281,-79.955132,Central Oakland
3186536,0014G00287000000,"0 INDUSTRY ST, PITTSBURGH, PA 15210",0, ,,INDUSTRY,ST,,,PITTSBURGH,PA,15210,47,Pittsburgh,118,18th Ward - PITTSBURGH,2024-04-22,2024-04-08,200.0,19644,499.0,GV,GOVERNMENT SALE,TS,TREASURER DEED,40.420722,-79.998894,Beltzhoover
3186529,0022S00144000000,"936 W NORTH AVE, PITTSBURGH, PA 15233",936, ,W,NORTH,AVE,,,PITTSBURGH,PA,15233,47,Pittsburgh,122,22nd Ward - PITTSBURGH,2024-04-04,2024-04-01,625000.0,19627,276.0,14,TIME ON MARKET (INSUFF/EXCESS),DE,DEED,40.453452,-80.018504,Central Northside
3186542,0084M00339000000,"6457 DANIELLE ST, PITTSBURGH, PA 15206",6457, ,,DANIELLE,ST,,,PITTSBURGH,PA,15206,47,Pittsburgh,107,7th Ward - PITTSBURGH,2024-04-30,2024-04-20,1185000.0,19653,490.0,0,VALID SALE,DE,DEED,40.455655,-79.91845,Shadyside
3186546,0139R00007000000,"2900 HOMEHURST AVE, PITTSBURGH, PA 15234",2900, ,,HOMEHURST,AVE,,,PITTSBURGH,PA,15234,47,Pittsburgh,132,32nd Ward - PITTSBURGH,2024-03-04,2024-02-09,1.0,19590,102.0,3,LOVE AND AFFECTION SALE,DE,DEED,40.37523,-80.00388,Overbrook
3186549,0052E00033009200,"552 N NEVILLE ST, UNIT 92, PITTSBURGH, PA 15213",552, ,N,NEVILLE,ST,UNIT,92,PITTSBURGH,PA,15213,47,Pittsburgh,104,4th Ward - PITTSBURGH,2024-10-07,2024-10-02,270000.0,19825,206.0,0,VALID SALE,DE,DEED,40.448534,-79.94854,North Oakland
3186561,0024K00341000000,"0 RICKENBACH ST, PITTSBURGH, PA 15212",0, ,,RICKENBACH,ST,,,PITTSBURGH,PA,15212,47,Pittsburgh,123,23rd Ward - PITTSBURGH,2024-05-03,2024-05-01,225000.0,19657,279.0,H,MULTI-PARCEL SALE,DE,DEED,40.457184,-79.993378,East Allegheny
3186563,0088D00173000000,"6605 ROSEMOOR ST, PITTSBURGH, PA 15217",6605, ,,ROSEMOOR,ST,,,PITTSBURGH,PA,15217,47,Pittsburgh,114,14th Ward - PITTSBURGH,2024-10-21,2024-08-19,1.0,19837,206.0,3,LOVE AND AFFECTION SALE,DE,DEED,40.422546,-79.920023,Squirrel Hill South
3186560,0004L00195000000,"451 NEFF ST, PITTSBURGH, PA 15211",451, ,,NEFF,ST,,,PITTSBURGH,PA,15211,47,Pittsburgh,119,19th Ward - PITTSBURGH,2024-10-21,2024-10-01,377000.0,19836,565.0,99,CORRECTIVE DEED / DUPLICATE SALE,DE,DEED,40.42768,-80.00505,Mount Washington
3186565,0020L00045000000,"1222 LAKEWOOD ST, PITTSBURGH, PA 15220",1222, ,,LAKEWOOD,ST,,,PITTSBURGH,PA,15220,47,Pittsburgh,120,20th Ward - PITTSBURGH,2024-10-21,2024-10-11,70000.0,19837,539.0,H,MULTI-PARCEL SALE,SW,SPECIAL WARRANTY,40.447515,-80.040909,Elliott
3186568,0174L00219000000,"7708 FOREST WAY, PITTSBURGH, PA 15208",7708, ,,FOREST,WAY,,,PITTSBURGH,PA,15208,47,Pittsburgh,113,13th Ward - PITTSBURGH,2024-10-22,2024-09-30,1.0,19839,564.0,H,MULTI-PARCEL SALE,DE,DEED,40.455825,-79.887542,Homewood North
3186586,0026E00249000000,"3347 MELWOOD AVE, PITTSBURGH, PA 15219",3347, ,,MELWOOD,AVE,,,PITTSBURGH,PA,15219,47,Pittsburgh,106,6th Ward - PITTSBURGH,2024-08-14,2024-07-08,80000.0,19768,552.0,14,TIME ON MARKET (INSUFF/EXCESS),DE,DEED,40.458914,-79.962401,Polish Hill
3186588,0085M00324000000,"712 S LINDEN AVE, PITTSBURGH, PA 15208",712, ,S,LINDEN,AVE,,,PITTSBURGH,PA,15208,47,Pittsburgh,114,14th Ward - PITTSBURGH,2024-08-19,2024-08-07,1.0,19772,458.0,3,LOVE AND AFFECTION SALE,DE,DEED,40.446335,-79.916448,Point Breeze
3186590,0027B00166000000,"748 ANAHEIM ST, PITTSBURGH, PA 15219",748, ,,ANAHEIM,ST,,,PITTSBURGH,PA,15219,47,Pittsburgh,105,5th Ward - PITTSBURGH,2024-08-27,2024-07-17,7378.0,19782,250.0,GV,GOVERNMENT SALE,DE,DEED,40.452139,-79.961506,Upper Hill
3186598,0025A00056000000,"4 WATERSIDE PL, PITTSBURGH, PA 15222",4, ,,WATERSIDE,PL,,,PITTSBURGH,PA,15222,47,Pittsburgh,124,24th Ward - PITTSBURGH,2024-09-23,2024-09-05,603500.0,19808,392.0,0,VALID SALE,DE,DEED,40.462048,-79.978854,Troy Hill
3186594,0024G00073000000,"0 VOSKAMP ST, PITTSBURGH, PA 15212",0, ,,VOSKAMP,ST,,,PITTSBURGH,PA,15212,47,Pittsburgh,124,24th Ward - PITTSBURGH,2024-09-19,2024-09-06,7000.0,19806,73.0,H,MULTI-PARCEL SALE,SD,SHERIFF DEED,40.459531,-79.990799,Spring Garden
3186599,0080D00024000000,"5236 BUTLER ST, PITTSBURGH, PA 15201",5236, ,,BUTLER,ST,,,PITTSBURGH,PA,15201,47,Pittsburgh,110,10th Ward - PITTSBURGH,2024-09-23,2024-09-16,1.0,19809,22.0,3,LOVE AND AFFECTION SALE,DE,DEED,40.48129,-79.95362,Upper Lawrenceville
3186611,0014F00060000000,"225 WALTER ST, PITTSBURGH, PA 15210",225, ,,WALTER,ST,,,PITTSBURGH,PA,15210,47,Pittsburgh,118,18th Ward - PITTSBURGH,2024-10-08,2024-10-07,80000.0,19826,17.0,14,TIME ON MARKET (INSUFF/EXCESS),DE,DEED,40.420049,-79.994486,Allentown
3186606,0174L00378000000,"7441 RACE ST, PITTSBURGH, PA 15208",7441, ,,RACE,ST,,,PITTSBURGH,PA,15208,47,Pittsburgh,113,13th Ward - PITTSBURGH,2024-10-02,2024-09-26,50000.0,19819,361.0,35,CORPORATION TRANSFER,DE,DEED,40.457581,-79.889318,Homewood North
3186605,0001N00071000000,"140 BIGHAM ST, PITTSBURGH, PA 15211",140, ,,BIGHAM,ST,,,PITTSBURGH,PA,15211,47,Pittsburgh,119,19th Ward - PITTSBURGH,2024-10-02,2024-10-01,745000.0,19819,152.0,9,OTHER INVALID SALES INDICATED,GW,GENERAL WARRANTY,40.43468,-80.015137,Mount Washington
3186618,0012F00316000000,"2122 SIDNEY ST, PITTSBURGH, PA 15203",2122, ,,SIDNEY,ST,,,PITTSBURGH,PA,15203,47,Pittsburgh,116,16th Ward - PITTSBURGH,2024-07-08,2024-05-24,200000.0,19726,431.0,35,CORPORATION TRANSFER,SW,SPECIAL WARRANTY,40.429206,-79.975209,South Side Flats
3186621,0033E00040000000,"435 BON AIR AVE, PITTSBURGH, PA 15210",435, ,,BON AIR,AVE,,,PITTSBURGH,PA,15210,47,Pittsburgh,118,18th Ward - PITTSBURGH,2024-06-25,2024-04-04,1.0,19716,132.0,3,LOVE AND AFFECTION SALE,DE,DEED,40.41055,-79.99815,Bon Air
3186622,0129A00136000000,"1235 PARKVIEW BLVD, PITTSBURGH, PA 15217",1235, ,,PARKVIEW,BLVD,,,PITTSBURGH,PA,15217,47,Pittsburgh,114,14th Ward - PITTSBURGH,2024-07-01,2024-06-21,1800000.0,19721,211.0,14,TIME ON MARKET (INSUFF/EXCESS),DE,DEED,40.421293,-79.913115,Squirrel Hill South
3186623,0001H00217000000,"4 MARKET SQ, PITTSBURGH, PA 15222",4, ,,MARKET,SQ,,,PITTSBURGH,PA,15222,47,Pittsburgh,101,1st Ward  - PITTSBURGH,2024-06-28,2024-05-22,1.0,19720,224.0,3,LOVE AND AFFECTION SALE,DE,DEED,40.44019,-80.002426,Central Business District
3186625,0015L00231000000,"508 GEARING AVE, PITTSBURGH, PA 15210",508, ,,GEARING,AVE,,,PITTSBURGH,PA,15210,47,Pittsburgh,118,18th Ward - PITTSBURGH,2024-07-08,2024-07-03,170000.0,19727,408.0,H,MULTI-PARCEL SALE,DE,DEED,40.417845,-80.005391,Beltzhoover
3186624,0020L00043000000,"0 LAKEWOOD ST, PITTSBURGH, PA 15220",0, ,,LAKEWOOD,ST,,,PITTSBURGH,PA,15220,47,Pittsburgh,120,20th Ward - PITTSBURGH,2024-07-08,2024-06-25,50000.0,19727,386.0,1,SHERIFF SALE,SD,SHERIFF DEED,40.447948,-80.041219,Elliott
3186627,0015L00232000100,"0 GEARING AVE, PITTSBURGH, PA 15210",0, ,,GEARING,AVE,,,PITTSBURGH,PA,15210,47,Pittsburgh,118,18th Ward - PITTSBURGH,2024-07-08,2024-07-03,170000.0,19727,408.0,H,MULTI-PARCEL SALE,DE,DEED,40.418396,-80.005368,Beltzhoover
3186626,0049N00283000000,"3610 DENNY ST, PITTSBURGH, PA 15201",3610, ,,DENNY,ST,,,PITTSBURGH,PA,15201,47,Pittsburgh,106,6th Ward - PITTSBURGH,2024-06-21,2024-06-18,389000.0,19712,120.0,9,OTHER INVALID SALES INDICATED,DE,DEED,40.463827,-79.963268,Lower Lawrenceville
3186629,0013K00099000000,"2102 ARLINGTON AVE, PITTSBURGH, PA 15210",2102, ,,ARLINGTON,AVE,,,PITTSBURGH,PA,15210,47,Pittsburgh,116,16th Ward - PITTSBURGH,2024-06-21,2024-06-13,33000.0,19712,166.0,35,CORPORATION TRANSFER,DE,DEED,40.41768,-79.9772,Arlington
3186636,0035L00045000000,"1718 FALLOWFIELD AVE, PITTSBURGH, PA 15216",1718, ,,FALLOWFIELD,AVE,,,PITTSBURGH,PA,15216,47,Pittsburgh,119,19th Ward - PITTSBURGH,2025-02-05,2024-11-06,77500.0,19941,311.0,14,TIME ON MARKET (INSUFF/EXCESS),SW,SPECIAL WARRANTY,40.40809,-80.02384,Beechview
3186634,0049P00005000000,"3811 PENN AVE, PITTSBURGH, PA 15201",3811, ,,PENN,AVE,,,PITTSBURGH,PA,15201,47,Pittsburgh,106,6th Ward - PITTSBURGH,2025-01-31,2024-12-20,290000.0,19937,252.0,DT,DATE OF TRANSFER (RECORD YR <> SALE YR),DE,DEED,40.46484,-79.961195,Lower Lawrenceville
3186647,0012F00003000000,"1911 WHARTON ST, PITTSBURGH, PA 15203",1911, ,,WHARTON,ST,,,PITTSBURGH,PA,15203,47,Pittsburgh,117,17th Ward - PITTSBURGH,2024-06-12,2024-06-04,270000.0,19700,474.0,0,VALID SALE,DE,DEED,40.43063,-79.978412,South Side Flats
3186661,0022H00175000000,"0 MCCULLOUGH ST, PITTSBURGH, PA 15212",0, ,,MCCULLOUGH,ST,,,PITTSBURGH,PA,15212,47,Pittsburgh,125,25th Ward - PITTSBURGH,2024-05-08,2024-04-10,2500.0,19663,187.0,GV,GOVERNMENT SALE,TS,TREASURER DEED,40.45867,-80.016777,California-Kirkbride
3186671,0055B00176000000,"4213 STANLEY ST, PITTSBURGH, PA 15207",4213, ,,STANLEY,ST,,,PITTSBURGH,PA,15207,47,Pittsburgh,115,15th Ward - PITTSBURGH,2024-07-10,2024-07-08,150000.0,19729,557.0,14,TIME ON MARKET (INSUFF/EXCESS),FD,FIDUCIARY DEED,40.42279,-79.943446,Greenfield
3186678,0084G00010000000,"6020 CENTRE AVE, PITTSBURGH, PA 15206",6020, ,,CENTRE,AVE,,,PITTSBURGH,PA,15206,47,Pittsburgh,107,7th Ward - PITTSBURGH,2024-07-23,2024-07-19,1.0,19744,242.0,3,LOVE AND AFFECTION SALE,DE,DEED,40.459989,-79.92411,Shadyside
3186685,0085F00068000001,"1036 MURRAY HILL AVE, PITTSBURGH, PA 15217",1036, ,,MURRAY HILL,AVE,,,PITTSBURGH,PA,15217,47,Pittsburgh,114,14th Ward - PITTSBURGH,2024-08-26,2024-08-23,595000.0,19780,398.0,14,TIME ON MARKET (INSUFF/EXCESS),DE,DEED,40.4489,-79.92729,Squirrel Hill North
3186689,0026H00101000000,"4694 LORIGAN ST, PITTSBURGH, PA 15224",4694, ,,LORIGAN,ST,,,PITTSBURGH,PA,15224,47,Pittsburgh,108,8th Ward - PITTSBURGH,2024-11-19,2024-09-15,1.0,19867,253.0,3,LOVE AND AFFECTION SALE,DE,DEED,40.4591,-79.95259,Bloomfield
3186692,0131N00067000000,"0 BENEZET ST, HOMESTEAD, PA 15120",0, ,,BENEZET,ST,,,HOMESTEAD,PA,15120,47,Pittsburgh,131,31st Ward - PITTSBURGH,2024-11-21,2024-11-15,2000.0,19870,138.0,H,MULTI-PARCEL SALE,SW,SPECIAL WARRANTY,40.396352,-79.914815,New Homestead
3186698,0185M00124000000,"1135 MULDOWNEY AVE, PITTSBURGH, PA 15207",1135, ,,MULDOWNEY,AVE,,,PITTSBURGH,PA,15207,47,Pittsburgh,131,31st Ward - PITTSBURGH,2024-11-29,2024-11-26,96500.0,19879,459.0,99,CORRECTIVE DEED / DUPLICATE SALE,DE,DEED,40.368968,-79.916189,Lincoln Place
3186708,0022C00084000000,"1932 SEDGWICK ST, PITTSBURGH, PA 15212",1932, ,,SEDGWICK,ST,,,PITTSBURGH,PA,15212,47,Pittsburgh,121,21st Ward - PITTSBURGH,2024-12-09,2024-12-02,285000.0,19887,91.0,0,VALID SALE,SW,SPECIAL WARRANTY,40.460061,-80.023973,California-Kirkbride
3186715,0174F00303000000,"7227 IDLEWILD ST, PITTSBURGH, PA 15208",7227, ,,IDLEWILD,ST,,,PITTSBURGH,PA,15208,47,Pittsburgh,113,13th Ward - PITTSBURGH,2024-10-08,2024-09-16,33000.0,19826,318.0,99,CORRECTIVE DEED / DUPLICATE SALE,DE,DEED,40.458066,-79.894673,Homewood North
3186713,0004B00043000000,"327-329 HAVELOCK WAY, PITTSBURGH, PA 15211",327, -329,,HAVELOCK,WAY,,,PITTSBURGH,PA,15211,47,Pittsburgh,119,19th Ward - PITTSBURGH,2024-03-04,2024-02-22,1.0,19590,121.0,3,LOVE AND AFFECTION SALE,SW,SPECIAL WARRANTY,40.432919,-80.011163,Mount Washington
3186714,0035P00005000000,"1931 BROADWAY AVE, PITTSBURGH, PA 15216",1931, ,,BROADWAY,AVE,,,PITTSBURGH,PA,15216,47,Pittsburgh,119,19th Ward - PITTSBURGH,2024-03-04,2024-02-23,320000.0,19590,174.0,9,OTHER INVALID SALES INDICATED,DE,DEED,40.406175,-80.02829,Beechview
3186718,0012J00027000000,"145 S 16TH ST, PITTSBURGH, PA 15203",145, ,S,16TH,ST,,,PITTSBURGH,PA,15203,47,Pittsburgh,117,17th Ward - PITTSBURGH,2024-10-09,2024-09-13,200000.0,19827,103.0,14,TIME ON MARKET (INSUFF/EXCESS),DE,DEED,40.42698,-79.98277,South Side Flats
3186719,0084E00302051400,"5850 CENTRE AVE, UNIT 514, PITTSBURGH, PA 15206",5850, ,,CENTRE,AVE,UNIT,514,PITTSBURGH,PA,15206,47,Pittsburgh,107,7th Ward - PITTSBURGH,2024-10-09,2024-09-27,217500.0,19827,153.0,0,VALID SALE,DE,DEED,40.458096,-79.930198,Shadyside
3186723,0001D00259C71100,"301 5TH AVE, UNIT 711, PITTSBURGH, PA 15222",301, ,,5TH,AVE,UNIT,711,PITTSBURGH,PA,15222,47,Pittsburgh,102,2nd Ward - PITTSBURGH,2024-10-04,2024-10-01,450000.0,19823,177.0,H,MULTI-PARCEL SALE,SW,SPECIAL WARRANTY,40.440923,-79.999582,Central Business District
3186730,0040C00152000000,"0 FORD ST, PITTSBURGH, PA 15205",0, ,,FORD,ST,,,PITTSBURGH,PA,15205,47,Pittsburgh,128,28th Ward - PITTSBURGH,2024-10-18,2024-10-04,4200.0,19835,263.0,14,TIME ON MARKET (INSUFF/EXCESS),SW,SPECIAL WARRANTY,40.442432,-80.055258,Crafton Heights
3186733,0035R00201000000,"0 DAGMAR AVE, PITTSBURGH, PA 15216",0, ,,DAGMAR,AVE,,,PITTSBURGH,PA,15216,47,Pittsburgh,119,19th Ward - PITTSBURGH,2024-10-16,2024-10-14,180850.0,19833,199.0,H,MULTI-PARCEL SALE,SW,SPECIAL WARRANTY,40.411949,-80.022915,Beechview
3186743,0084J00047000C00,"561 S NEGLEY AVE, UNIT 8, PITTSBURGH, PA 15232",561, ,S,NEGLEY,AVE,UNIT,8,PITTSBURGH,PA,15232,47,Pittsburgh,107,7th Ward - PITTSBURGH,2024-10-25,2024-10-18,371000.0,19843,304.0,H,MULTI-PARCEL SALE,DE,DEED,40.45573,-79.932635,Shadyside
3186744,0003N00171000000,"702 EUREKA ST, PITTSBURGH, PA 15210",702, ,,EUREKA,ST,,,PITTSBURGH,PA,15210,47,Pittsburgh,118,18th Ward - PITTSBURGH,2024-10-25,2024-10-24,94545.0,19843,395.0,H,MULTI-PARCEL SALE,DE,DEED,40.42361,-79.995675,Allentown
3186742,0015B00022000000,"243 SOUTHERN AVE, PITTSBURGH, PA 15211",243, ,,SOUTHERN,AVE,,,PITTSBURGH,PA,15211,47,Pittsburgh,119,19th Ward - PITTSBURGH,2024-10-25,2024-10-09,443000.0,19843,195.0,0,VALID SALE,GW,GENERAL WARRANTY,40.423252,-80.011227,Mount Washington
3186747,0162K00102000000,"211 PERRYVIEW AVE, PITTSBURGH, PA 15214",211, ,,PERRYVIEW,AVE,,,PITTSBURGH,PA,15214,47,Pittsburgh,126,26th Ward - PITTSBURGH,2024-07-02,2024-06-24,425000.0,19722,528.0,0,VALID SALE,DE,DEED,40.49525,-80.025207,Perry North
3186752,0027D00263000000,"234 MELWOOD AVE, PITTSBURGH, PA 15213",234, ,,MELWOOD,AVE,,,PITTSBURGH,PA,15213,47,Pittsburgh,104,4th Ward - PITTSBURGH,2024-07-09,2024-06-21,1.0,19729,1.0,H,MULTI-PARCEL SALE,FD,FIDUCIARY DEED,40.451113,-79.949924,North Oakland
3186751,0002H00262000000,"23 VINE ST, PITTSBURGH, PA 15219",23, ,,VINE,ST,,,PITTSBURGH,PA,15219,47,Pittsburgh,103,3rd Ward - PITTSBURGH,2024-07-02,2024-05-30,20200.0,19723,41.0,99,CORRECTIVE DEED / DUPLICATE SALE,DE,DEED,40.43952,-79.98416,Crawford-Roberts
3186749,0114G00114000000,"3898 BRIGHTON RD, PITTSBURGH, PA 15212",3898, ,,BRIGHTON,RD,,,PITTSBURGH,PA,15212,47,Pittsburgh,127,27th Ward - PITTSBURGH,2024-07-02,2024-06-21,277000.0,19722,539.0,35,CORPORATION TRANSFER,DE,DEED,40.487175,-80.037242,Brighton Heights
3186757,0087H00001000000,"2328 SHADY AVE, PITTSBURGH, PA 15217",2328, ,,SHADY,AVE,,,PITTSBURGH,PA,15217,47,Pittsburgh,114,14th Ward - PITTSBURGH,2024-07-12,2024-07-09,349000.0,19733,275.0,0,VALID SALE,DE,DEED,40.43033,-79.92025,Squirrel Hill South
3186760,0185S00334000000,"1115 MARGRAY ST, PITTSBURGH, PA 15207",1115, ,,MARGRAY,ST,,,PITTSBURGH,PA,15207,47,Pittsburgh,131,31st Ward - PITTSBURGH,2024-07-10,2024-07-02,100000.0,19730,246.0,0,VALID SALE,DE,DEED,40.3673,-79.91682,Lincoln Place
3186761,0020N00094000000,"1031 RINGGOLD ST, PITTSBURGH, PA 15220",1031, ,,RINGGOLD,ST,,,PITTSBURGH,PA,15220,47,Pittsburgh,128,28th Ward - PITTSBURGH,2024-06-04,2024-05-31,261000.0,19690,585.0,99,CORRECTIVE DEED / DUPLICATE SALE,DE,DEED,40.44336,-80.04893,Crafton Heights
3186771,0025M00074000000,"342 DOWNING ST, PITTSBURGH, PA 15219",342, ,,DOWNING,ST,,,PITTSBURGH,PA,15219,47,Pittsburgh,106,6th Ward - PITTSBURGH,2024-07-22,2024-07-09,50000.0,19741,437.0,99,CORRECTIVE DEED / DUPLICATE SALE,DE,DEED,40.45754,-79.96679,Polish Hill
3186772,0052H00130010200,"5425 5TH AVE, UNIT 102, PITTSBURGH, PA 15232",5425, ,,5TH,AVE,UNIT,102,PITTSBURGH,PA,15232,47,Pittsburgh,107,7th Ward - PITTSBURGH,2024-07-18,2024-07-15,240000.0,19740,522.0,0,VALID SALE,SW,SPECIAL WARRANTY,40.44904,-79.933496,Shadyside
3186783,0126B00070000000,"211 LINGROVE PL, PITTSBURGH, PA 15208",211, ,,LINGROVE,PL,,,PITTSBURGH,PA,15208,47,Pittsburgh,114,14th Ward - PITTSBURGH,2024-06-21,2024-06-12,1125000.0,19711,523.0,0,VALID SALE,DE,DEED,40.450892,-79.910451,Point Breeze
3186784,0139S00002000000,"2808 HOMEHURST AVE, PITTSBURGH, PA 15234",2808, ,,HOMEHURST,AVE,,,PITTSBURGH,PA,15234,47,Pittsburgh,132,32nd Ward - PITTSBURGH,2024-07-08,2024-07-02,1.0,19727,198.0,3,LOVE AND AFFECTION SALE,DE,DEED,40.37558,-80.00349,Overbrook
3186787,0127N00150000000,"6395 DOUGLAS ST, PITTSBURGH, PA 15217",6395, ,,DOUGLAS,ST,,,PITTSBURGH,PA,15217,47,Pittsburgh,114,14th Ward - PITTSBURGH,2024-07-01,2024-06-21,530000.0,19722,24.0,99,CORRECTIVE DEED / DUPLICATE SALE,DE,DEED,40.43373,-79.91434,Squirrel Hill South
3186799,0021A00027000000,"0 SANFORD ST, PITTSBURGH, PA 15204",0, ,,SANFORD,ST,,,PITTSBURGH,PA,15204,47,Pittsburgh,120,20th Ward - PITTSBURGH,2024-09-25,2024-09-20,55000.0,19812,303.0,H,MULTI-PARCEL SALE,SW,SPECIAL WARRANTY,40.460103,-80.049434,Esplen
3186797,0035L00173000000,"1718 KIRALFY AVE, PITTSBURGH, PA 15216",1718, ,,KIRALFY,AVE,,,PITTSBURGH,PA,15216,47,Pittsburgh,119,19th Ward - PITTSBURGH,2024-09-24,2024-09-10,105000.0,19810,24.0,0,VALID SALE,SW,SPECIAL WARRANTY,40.40815,-80.02193,Beechview
3186801,0097H00253000000,"932 WOODBOURNE AVE, PITTSBURGH, PA 15226",932, ,,WOODBOURNE,AVE,,,PITTSBURGH,PA,15226,47,Pittsburgh,119,19th Ward - PITTSBURGH,2024-10-04,2024-10-02,135000.0,19822,74.0,0,VALID SALE,DE,DEED,40.391002,-80.019882,Brookline
3186808,0176A00146000000,"3 FLOTILLA WAY, PITTSBURGH, PA 15221",3, ,,FLOTILLA,WAY,,,PITTSBURGH,PA,15221,47,Pittsburgh,114,14th Ward - PITTSBURGH,2024-10-30,2024-10-16,6500.0,19847,575.0,99,CORRECTIVE DEED / DUPLICATE SALE,SW,SPECIAL WARRANTY,40.442435,-79.896478,Point Breeze
3186809,0006G00016000000,"1617 GRANDVIEW AVE, PITTSBURGH, PA 15211",1617, ,,GRANDVIEW,AVE,,,PITTSBURGH,PA,15211,47,Pittsburgh,119,19th Ward - PITTSBURGH,2024-10-31,2024-10-31,2250000.0,19849,131.0,H,MULTI-PARCEL SALE,DE,DEED,40.440475,-80.023715,Duquesne Heights
3186815,0039G00025000000,"1425 WILLOUGHBY ST, PITTSBURGH, PA 15205",1425, ,,WILLOUGHBY,ST,,,PITTSBURGH,PA,15205,47,Pittsburgh,128,28th Ward - PITTSBURGH,2024-12-02,2024-11-26,167000.0,19880,74.0,0,VALID SALE,DE,DEED,40.430575,-80.055569,Westwood
3186819,0028A00159000000,"216 DUNSEITH ST, PITTSBURGH, PA 15213",216, ,,DUNSEITH,ST,,,PITTSBURGH,PA,15213,47,Pittsburgh,104,4th Ward - PITTSBURGH,2024-12-16,2024-12-06,330000.0,19895,142.0,H,MULTI-PARCEL SALE,SW,SPECIAL WARRANTY,40.44101,-79.964714,West Oakland
3186827,0040D00134000000,"1521 OBEY ST, PITTSBURGH, PA 15205",1521, ,,OBEY,ST,,,PITTSBURGH,PA,15205,47,Pittsburgh,128,28th Ward - PITTSBURGH,2024-10-30,2024-10-28,250000.0,19847,103.0,99,CORRECTIVE DEED / DUPLICATE SALE,DE,DEED,40.44069,-80.05144,Crafton Heights
3186821,0028M00137000000,"3613 PARKVIEW AVE, PITTSBURGH, PA 15213",3613, ,,PARKVIEW,AVE,,,PITTSBURGH,PA,15213,47,Pittsburgh,104,4th Ward - PITTSBURGH,2024-05-15,2024-05-13,170000.0,19670,161.0,3,LOVE AND AFFECTION SALE,DE,DEED,40.436466,-79.951907,Central Oakland
3186828,0004K00132000000,"37 DILWORTH ST, PITTSBURGH, PA 15211",37, ,,DILWORTH,ST,,,PITTSBURGH,PA,15211,47,Pittsburgh,119,19th Ward - PITTSBURGH,2024-10-24,2024-10-24,220000.0,19842,313.0,35,CORPORATION TRANSFER,SW,SPECIAL WARRANTY,40.42686,-80.010416,Mount Washington
3186836,0052M00196000000,"20 UNGER LN, PITTSBURGH, PA 15217",20, ,,UNGER,LN,,,PITTSBURGH,PA,15217,47,Pittsburgh,114,14th Ward - PITTSBURGH,2024-11-05,2024-11-04,1.0,19852,291.0,3,LOVE AND AFFECTION SALE,DE,DEED,40.445532,-79.936552,Squirrel Hill North
3186845,0062J00044000000,"32 WENZELL PL, PITTSBURGH, PA 15216",32, ,,WENZELL,PL,,,PITTSBURGH,PA,15216,47,Pittsburgh,119,19th Ward - PITTSBURGH,2024-07-23,2024-07-16,120000.0,19743,424.0,H,MULTI-PARCEL SALE,DE,DEED,40.3989,-80.03046,Beechview
3186843,0083M00328000000,"0 HUNTRESS ST, PITTSBURGH, PA 15206",0, ,,HUNTRESS,ST,,,PITTSBURGH,PA,15206,47,Pittsburgh,111,11th Ward - PITTSBURGH,2024-07-15,2024-07-08,570000.0,19735,431.0,H,MULTI-PARCEL SALE,SW,SPECIAL WARRANTY,40.467216,-79.917982,East Liberty
3186848,0096J00387000000,"2720 SAGEMAN AVE, PITTSBURGH, PA 15226",2720, ,,SAGEMAN,AVE,,,PITTSBURGH,PA,15226,47,Pittsburgh,119,19th Ward - PITTSBURGH,2024-07-23,2024-07-05,80400.0,19743,566.0,14,TIME ON MARKET (INSUFF/EXCESS),DE,DEED,40.38727,-80.01552,Brookline
3186851,0005C00116000000,"1311 VIRGINIA AVE, PITTSBURGH, PA 15211",1311, ,,VIRGINIA,AVE,,,PITTSBURGH,PA,15211,47,Pittsburgh,119,19th Ward - PITTSBURGH,2024-07-25,2024-07-05,300000.0,19748,307.0,0,VALID SALE,DE,DEED,40.432627,-80.021348,Duquesne Heights
3186855,0014F00080000000,"405 WALTER ST, PITTSBURGH, PA 15210",405, ,,WALTER,ST,,,PITTSBURGH,PA,15210,47,Pittsburgh,118,18th Ward - PITTSBURGH,2024-08-02,2024-07-22,122000.0,19756,367.0,0,VALID SALE,DE,DEED,40.41893,-79.994474,Allentown
3186870,0022B00044000000,"1229 SUCCESS ST, PITTSBURGH, PA 15212",1229, ,,SUCCESS,ST,,,PITTSBURGH,PA,15212,47,Pittsburgh,121,21st Ward - PITTSBURGH,2024-08-02,2024-07-22,45000.0,19757,137.0,14,TIME ON MARKET (INSUFF/EXCESS),SW,SPECIAL WARRANTY,40.462392,-80.025984,California-Kirkbride
